image_id,image_category,aspect_ratio,camera_make,camera_model,iso,aperture_value,focal_length,exposure_time,total_days,stats_downloads
ec46ddf479,Featured,1.78,NIKON,NIKON D3100,400.0,2.8,44.0,0.003125,2326,6218
14170e6e85,Featured,0.67,NIKON,NIKON D750,50.0,1.8,85.0,0.00025,1908,5050
f46cc6301f,Featured,1.78,SONY,ILCA-68,100.0,14.0,300.0,0.0125,1459,2217
cdac4b9651,Featured,0.67,NIKON,NIKON D600,1100.0,2.8,50.0,0.0025,1583,4733
dded2164b7,Featured,1.5,SONY,ILCE-7RM2,800.0,6.3,35.0,0.016666666666666666,1886,27512
a7697dd995,Featured,0.6099999999999999,CANON,Canon EOS 6D,3200.0,4.0,16.0,30.0,1037,5311
11f9554c16,Featured,0.67,CANON,Canon EOS 6D Mark II,1000.0,6.3,24.0,0.0125,1144,524
893fcb2b11,Featured,1.46,NIKON,NIKON D7000,110.0,11.0,75.0,0.008,3091,23643
0643780e52,Featured,1.6,RICOH,PENTAX K-S2,200.0,8.0,18.0,0.02,2240,6295
355d410d80,Featured,0.67,CANON,Canon EOS 6D,100.0,3.5,85.0,6.0,1273,2012
5cd6343da3,Featured,1.55,OLYMPUS,E-M10 Mark III,320.0,7.1,145.0,0.00125,1403,3077
3f436c4991,Featured,1.51,SONY,ILCE-7RM2,500.0,2.0,28.0,30.0,1158,2553
dee036bb16,Featured,1.5,CANON,Canon EOS R,640.0,4.0,105.0,0.01,1007,2319
59faf74a4d,Featured,0.67,CANON,Canon EOS 6D,1600.0,4.0,17.0,0.02,1217,2021
37475ef31d,Featured,0.66,FUJIFILM,FinePix X100,200.0,7.1,23.0,0.002,1316,12716
e6ea0498dd,Featured,0.67,SONY,ILCE-7M3,50.0,5.0,28.0,0.00125,1272,551
57d838d73f,Featured,0.67,CANON,Canon EOS 5D Mark IV,1250.0,2.8,70.0,0.002,1131,631
d6bf8625c0,Featured,0.67,NIKON,NIKON D610,1600.0,2.2,50.0,0.00125,1363,2228
480b611b2d,Featured,0.67,CANON,Canon EOS 6D Mark II,100.0,2.5,50.0,0.00025,1087,32967
023063291f,Featured,0.67,FUJIFILM,X-T1,640.0,2.0,23.0,0.004,1509,1728
9a75b66c3b,Featured,0.67,SONY,ILCE-7M2,125.0,1.8,50.0,0.000125,1320,6634
106ad40611,Featured,1.5,CANON,Canon EOS DIGITAL REBEL XTi,200.0,5.6,28.0,0.003125,2889,102425
35c0fea2c3,Featured,0.56,CANON,Canon EOS Rebel T6s,800.0,3.5,50.0,0.0004,1327,22660
e313a9ba7f,Featured,1.5,CANON,Canon EOS 6D,200.0,1.8,50.0,0.00625,1487,2943
3aa77689dd,Featured,0.67,SONY,ILCE-7M3,1600.0,3.2,75.0,0.00625,1193,595
76829c2da0,Featured,1.49,NIKON,NIKON D80,100.0,11.0,35.0,0.005,1081,1021
d6e821f1ff,Featured,1.5,CANON,Canon EOS 600D,160.0,5.6,226.0,0.000625,1271,2344
284837b3dc,Featured,0.67,SONY,ILCE-7,100.0,5.6,70.0,0.002,2122,3699
ecc20375f1,Featured,1.5,CANON,Canon EOS 6D Mark II,6400.0,1.4,20.0,8.0,1146,5031
9b133dbbd1,Featured,0.67,CANON,Canon EOS 700D,800.0,2.8,50.0,0.008,1269,3530
2cbf0f9808,Featured,1.5,NIKON,NIKON D750,500.0,4.0,200.0,0.0008,1542,1840
bbdb5bfea3,Featured,0.67,FUJIFILM,X100F,200.0,2.8,23.0,0.001,1480,22372
9b27fd81a1,Featured,0.68,NIKON,NIKON D3400,400.0,1.8,35.0,0.0008,1543,2634
b862c6dabb,Featured,1.5,PANASONIC,DMC-GF1,200.0,4.0,14.0,0.00025,1483,1383
9789b2f543,Featured,1.78,CANON,Canon EOS 6D,12800.0,5.0,135.0,0.008,1162,812
26525aa6d6,Featured,0.69,FUJIFILM,X-T20,200.0,8.0,50.0,0.005,1509,1460
d3a566a987,Featured,1.5,NIKON,NIKON D3200,400.0,10.0,58.0,0.001,1551,1848
c93dac3f35,Featured,0.8,CANON,Canon EOS Rebel T6,100.0,8.0,55.0,0.008,1326,1930
bcee5a813a,Featured,0.67,CANON,Canon EOS R,100.0,1.6,35.0,0.002,1051,1507
5fc17a20ee,Featured,0.67,CANON,Canon EOS 5DS,250.0,2.8,24.0,0.000125,1867,1225
76da679875,Featured,0.75,SAMSUNG,SM-A520F,40.0,1.9,3.6,0.002061855670103093,1454,524
abe35a89c1,Featured,0.67,CANON,Canon EOS 6D,100.0,2.8,200.0,0.0008,1150,470
4468c312d2,Featured,1.0,CANON,Canon EOS 650D,100.0,2.5,50.0,0.00025,1866,1650
acdf869011,Featured,0.67,SONY,ILCE-7M3,500.0,1.4,50.0,0.02,1230,7396
4f7c7c033c,Featured,0.7299999999999999,NIKON,NIKON D3400,800.0,1.8,35.0,0.0025,1571,2828
685102dbeb,Featured,1.5,SONY,ILCE-7M3,1250.0,8.0,302.0,0.005,1224,1263
2c0c4543ce,Featured,2.14,SONY,ILCE-7R,100.0,2.2,55.0,0.000625,2708,9031
59487e9f79,Featured,1.5,CANON,Canon EOS 6D,100.0,1.4,50.0,0.0015625,1852,2991
472240870f,Featured,0.67,NIKON,NIKON D750,100.0,1.8,35.0,0.00125,1381,1983
22646d1df8,Featured,1.5,PANASONIC,DMC-GM1,200.0,5.3,65.0,0.00025,1741,2059
569e7af97a,Featured,1.33,APPLE,iPhone XR,50.0,1.8,4.2,0.008333333333333333,1266,3417
4b1f219418,Featured,0.8,SONY,ILCE-7RM3,100.0,4.0,24.0,0.004,1004,3223
91557802a5,Featured,0.67,NIKON,NIKON D5300,100.0,2.8,50.0,0.0015625,1388,1560
32e0cb15ed,Featured,1.5,NIKON,NIKON D500,400.0,2.2,30.0,0.008,1441,2353
b2601374a1,Featured,1.5,CANON,Canon EOS 80D,3200.0,8.0,560.0,0.0005,1048,7696
39679dca38,Featured,0.67,NIKON,NIKON D810,200.0,5.6,300.0,0.0005,1038,1643
2df4dc4c3a,Featured,1.5,SONY,DSLR-A350,400.0,8.0,80.0,0.002,2859,258507
34441923cf,Featured,1.5,NIKON,NIKON D4S,800.0,4.5,24.0,0.01,2361,288192
3e55aab1f7,Featured,0.67,CANON,Canon EOS 77D,800.0,3.2,50.0,3.2,1266,602
d09b9641e2,Featured,0.67,SONY,ILCE-7RM2,100.0,5.0,53.0,30.0,1566,5217
95d0d8b0a3,Featured,0.67,NIKON,NIKON D3400,200.0,4.8,36.0,0.00125,1554,5313
497e03bf23,Featured,0.67,PANASONIC,DMC-GX7,200.0,2.5,20.0,0.005,1560,1110
3ab9dea836,Featured,1.5,NIKON,NIKON D300S,200.0,8.0,110.0,0.003125,1158,1353
1a00879edb,Featured,0.67,NIKON,NIKON D3300,6400.0,4.0,25.0,0.02,1513,1670
b9dae818d0,Featured,0.67,CANON,Canon EOS 5D Mark IV,100.0,2.0,35.0,0.000625,1487,733
8a6425ffb6,Featured,1.49,NIKON,NIKON D3000,1600.0,5.6,200.0,0.001,1508,5087
d8cda68b15,Featured,1.5,SONY,ILCE-6500,320.0,7.1,30.0,0.001,1112,5387
1c4961279b,Featured,1.33,DJI,FC2103,100.0,2.8,4.5,0.001,1529,2409
f82800cf25,Featured,0.67,CANON,Canon EOS 5D Mark III,100.0,4.0,17.0,0.00625,1088,1581
fd1a9190cb,Featured,0.67,CANON,Canon EOS 80D,1600.0,2.5,50.0,0.005,1319,3304
12ff9c43ef,Featured,0.67,NIKON,NIKON D850,64.0,2.0,50.0,0.016666666666666666,1244,4177
4c2c52ca66,Featured,1.51,NIKON,NIKON D7000,200.0,4.2,31.0,0.125,1447,5255
3ad8e95c27,Featured,0.67,NIKON,NIKON D750,2500.0,2.8,70.0,6.0,1558,1186
f0a288409f,Featured,0.67,CANON,Canon EOS 80D,125.0,22.0,187.0,0.0125,1746,1850
cd5cf70581,Featured,0.75,RICOH,PENTAX 645Z,100.0,5.6,120.0,0.005,1370,15564
78e7165223,Featured,1.5,CANON,Canon EOS 550D,800.0,7.1,10.0,30.0,2913,75022
1ae8e1f959,Featured,1.0,CANON,Canon EOS 80D,100.0,8.0,50.0,0.005,1219,1772
39d3ec1d62,Featured,1.5,CANON,Canon EOS 6D,400.0,4.0,105.0,0.00025,2429,8953
a65e8a6ee4,Featured,0.5899999999999999,SONY,ILCE-7M3,250.0,1.8,55.0,0.0025,1213,1308
4e9cb50c20,Featured,0.67,NIKON,NIKON D7100,800.0,2.8,17.0,0.000125,2734,9312
a64419feea,Featured,1.47,NIKON,NIKON D4S,320.0,2.8,200.0,0.005,2617,6249
a7b89d2b39,Featured,1.5,CANON,Canon EOS 6D Mark II,200.0,5.6,24.0,0.000625,1516,4349
9e9103aab2,Featured,1.51,PENTAX,PENTAX K-50,1600.0,3.5,18.0,0.0025,1571,2143
27248eb439,Featured,0.67,CANON,Canon EOS 6D,200.0,2.8,50.0,0.00025,1418,652
9870caa623,Featured,0.67,CANON,Canon EOS 6D,100.0,2.8,24.0,0.008,1138,1146
b2566f04b9,Featured,1.5,OLYMPUS,E-PL7,2500.0,5.0,14.0,0.0008,2453,11896
6537cbc9f9,Featured,0.8,NIKON,NIKON D610,320.0,1.4,85.0,0.0008,1447,1814
e2b67a228e,Featured,1.5,NIKON,NIKON D610,2000.0,4.0,32.0,0.0005,1155,1108
a32dce3371,Featured,1.5,NIKON,NIKON D3300,12800.0,1.8,35.0,3.0,2481,64499
18f357a25a,Featured,0.8,XIAOMI,Redmi Note 5,250.0,1.9,3.9,0.02,1218,2074
70f2721ef6,Featured,1.5,NIKON,NIKON D7000,125.0,7.1,11.0,0.05,1355,5887
ae6d482f72,Featured,0.67,FUJIFILM,X-T20,1250.0,8.0,100.0,0.016666666666666666,1464,5562
2533916440,Featured,0.66,FUJIFILM,FinePix X100,200.0,11.0,23.0,0.004,3502,24661
4c67a2d8f2,Featured,0.75,DJI,FC220,100.0,2.2,4.7,0.005,1086,4584
09b3645b20,Featured,1.5,CANON,Canon EOS 6D,320.0,2.0,135.0,0.001,1215,2821
83b5a131af,Featured,1.5,CANON,Canon EOS 650D,100.0,6.3,63.0,0.008,2025,6096
5e8970b3a1,Featured,0.77,SONY,ILCE-7M2,50.0,1.8,85.0,0.0125,1486,5567
e67f28ff43,Featured,0.67,NIKON,NIKON D3300,100.0,3.5,50.0,0.0008,1285,2761
8252927896,Featured,1.5,NIKON,NIKON Z 7,100.0,4.0,24.0,0.003125,1160,1431
eba60107ca,Featured,1.5,CANON,Canon EOS 5D Mark IV,400.0,4.0,24.0,0.01,1521,4006
60da4c0635,Featured,1.5,SONY,ILCE-7RM2,800.0,8.0,33.0,0.00125,1345,4271
97a13a91bd,Featured,1.33,APPLE,iPhone 6,32.0,2.2,4.2,0.000708215297450425,2896,4743
d9caeede27,Featured,1.33,APPLE,iPhone 6,32.0,2.2,4.2,0.0006321112515802782,2672,10110
4a04c70735,Featured,1.5,NIKON,NIKON D3200,400.0,11.0,22.0,0.0025,2675,8682
17d14ccf2d,Featured,0.67,NIKON,NIKON D750,6400.0,2.8,14.0,30.0,1526,1604
d0951cd962,Featured,1.5,FUJIFILM,X-T20,1600.0,4.0,55.0,0.00625,1559,2085
53aa22ad6a,Featured,0.8,NIKON,NIKON Z 6,250.0,2.8,200.0,0.0025,1032,1005
fd99cef7a5,Featured,0.8599999999999999,CANON,Canon EOS 7D,100.0,14.0,92.0,0.0125,1139,3031
c4933b46ae,Featured,1.5,NIKON,NIKON D5300,400.0,18.0,45.0,0.008,1585,2218
850c97aee2,Featured,0.6099999999999999,CANON,Canon EOS R,200.0,2.0,35.0,0.005,1204,677
eabd23ff8a,Featured,1.59,CANON,Canon EOS 5D Mark IV,320.0,2.2,50.0,0.003125,1279,2363
47714b38d2,Featured,0.67,CANON,Canon EOS 6D Mark II,160.0,5.6,35.0,0.00125,1150,1012
41df76ccb7,Featured,0.7099999999999999,CANON,Canon EOS 5D Mark IV,100.0,2.0,135.0,0.0003125,1069,2817
6ccb40ced5,Featured,0.67,CANON,Canon EOS 5D,200.0,3.2,50.0,0.003125,1282,1392
3ff1e1a07f,Featured,1.5,NIKON,NIKON D7200,100.0,5.0,22.0,0.00125,1367,2433
7a53c5591e,Featured,0.67,CANON,Canon EOS 6D,100.0,1.4,35.0,0.00125,1318,3551
be4bbc3359,Featured,1.5,NIKON,NIKON D5200,400.0,13.0,18.0,0.005,2104,6022
60a11d4e4e,Featured,0.8,NIKON,NIKON D610,250.0,1.4,85.0,0.001,1749,1266
40456d98e2,Featured,1.64,NIKON,NIKON D800,100.0,5.6,300.0,0.008,2213,5537
71517a1821,Featured,0.67,CANON,Canon EOS 80D,500.0,8.0,18.0,0.003125,1317,412
2b172f2610,Featured,1.9,CANON,Canon EOS 6D,400.0,2.0,24.0,10.0,1142,975
6e72cb0a99,Featured,1.5,FUJIFILM,x-t10,1000.0,2.0,18.0,15.0,1405,5456
b7a74fb014,Featured,1.5,SONY,ILCE-7,640.0,18.0,35.0,0.00125,2964,140623
6a8127dd3a,Featured,0.75,APPLE,iPhone 6,32.0,2.2,4.2,0.01,1522,54100
cc66aa2d9e,Featured,1.5,NIKON,NIKON D7100,400.0,1.8,25.0,0.01,1894,3389
4fa0238369,Featured,0.66,NIKON,NIKON D5100,100.0,1.8,50.0,0.001,2827,37598
f3ae7cac66,Featured,1.5,CANON,Canon EOS-1D X,100.0,9.5,170.0,0.004,2412,7554
3a9fa4895f,Featured,1.49,NIKON,NIKON D80,320.0,10.0,44.0,0.0025,2203,173969
2e00612a19,Featured,1.5,NIKON,NIKON D810,100.0,2.8,35.0,0.01,1048,1650
a011eb9d36,Featured,1.5,NIKON,NIKON D500,320.0,1.8,30.0,0.01,1485,3628
ddf4ad9709,Featured,1.25,DJI,FC7203,100.0,2.8,4.5,0.06666666666666667,1115,2302
c1a3e3cf0e,Featured,1.33,CANON,Canon EOS REBEL T4i,800.0,2.8,40.0,0.008,1339,2903
000060f5b4,Featured,1.33,DJI,FC220,100.0,2.2,4.7,0.001,1467,1603
67226fe397,Featured,0.67,CANON,Canon EOS 5D Mark IV,100.0,1.4,50.0,0.000125,1101,736
bd2e3844cc,Featured,1.5,CANON,Canon EOS 5D,1000.0,4.0,24.0,0.025,1275,862
6065cf4841,Featured,1.5,CANON,Canon EOS 6D,4000.0,1.8,50.0,0.00625,1465,3671
48ba65b4f2,Featured,1.5,SONY,ILCE-7M3,1600.0,4.5,85.0,0.005,1315,1440
0b01fb11a8,Featured,0.67,CANON,Canon EOS 5D Mark III,400.0,4.5,168.0,0.0003125,1142,1806
66af32774f,Featured,0.67,NIKON,NIKON D810,80.0,2.2,50.0,0.001,1114,12463
bcc376f65e,Featured,1.58,CANON,Canon EOS 400D DIGITAL,100.0,6.3,17.0,0.001,1006,1837
1fc60ffb61,Featured,1.54,SONY,ILCE-7RM2,640.0,1.4,85.0,0.005,1284,1962
e38bd182ad,Featured,1.5,CANON,Canon EOS 6D Mark II,500.0,4.0,85.0,0.016666666666666666,1016,2763
8e2c9a1799,Featured,1.5,NIKON,NIKON D750,200.0,4.5,24.0,0.008,1582,5275
3fea4ec20b,Featured,0.8,FUJIFILM,X-T3,80.0,2.0,23.0,0.000625,1343,1242
b66b753d47,Featured,0.75,DJI,FC220,100.0,2.2,4.7,0.005,1086,9597
2378512fe7,Featured,1.5,NIKON,NIKON D750,800.0,2.2,50.0,0.016666666666666666,2781,22060
5d24fcb999,Featured,0.67,CANON,Canon EOS 5D Mark III,160.0,2.8,45.0,0.000125,1137,526
f0a1c1807d,Featured,1.5,CANON,Canon EOS 5D Mark III,125.0,2.8,180.0,0.04,2775,139999
6631138570,Featured,1.5,CANON,Canon EOS 6D Mark II,500.0,8.0,57.0,0.016666666666666666,1203,12922
320cc0138a,Featured,1.5,CANON,Canon EOS 1100D,400.0,4.5,27.0,0.02,2018,330797
9fb0b56bf1,Featured,0.66,NIKON,NIKON D70s,200.0,8.0,38.0,0.005,2690,74873
dc40a861ac,Featured,0.67,CANON,Canon EOS 6D,320.0,2.8,35.0,0.00125,1098,1112
ec63278b96,Featured,1.5,SONY,ILCE-7S,100.0,4.0,200.0,0.004,2185,4791
b5cef921b0,Featured,1.5,HASSELBLAD,L1D-20c,200.0,3.5,10.3,0.0015625,1256,1567
5f0baefefe,Featured,1.5,SONY,ILCE-7R,100.0,5.0,105.0,0.0015625,1329,4303
c9ed7b2fd5,Featured,0.66,NIKON,NIKON D5100,320.0,1.8,35.0,0.016666666666666666,1164,1659
edfdc57a4d,Featured,0.78,GOOGLE,Pixel 2,59.0,1.8,4.4,0.030303030303030304,1524,731
2b77d9b04f,Featured,1.5,FUJIFILM,X-T1,200.0,1.4,23.0,0.0008,2699,14603
a48a531294,Featured,0.67,CANON,Canon EOS 6D,100.0,2.0,50.0,0.0015625,1225,1293
a828d0f0ce,Not Featured,1.5,NIKON,NIKON D5200,100.0,4.0,35.0,0.001,2726,2602
a350670677,Featured,0.56,NIKON,NIKON D800,50.0,16.0,20.0,0.8,1998,2858
fb9e42dc93,Featured,0.75,PANASONIC,DMC-FZ300,100.0,4.5,7.0,0.002,1438,3572
8403cfe52f,Featured,0.67,PENTAX,PENTAX K100D Super,200.0,5.6,100.0,0.002857142857142857,1266,757
5092937c1a,Featured,1.78,DJI,FC220,100.0,2.2,4.7,0.0004166666666666667,1496,2475
21703b92be,Featured,0.67,CANON,Canon EOS 6D,500.0,1.8,35.0,0.0125,1194,1201
afd21d14e3,Featured,1.5,NIKON,NIKON D810,200.0,2.5,35.0,0.008,1111,1797
b029951ee9,Featured,0.64,DJI,FC220,100.0,2.2,4.7,0.000625,1587,67792
88a58b1982,Featured,1.43,SONY,ILCE-7M3,640.0,20.0,51.0,0.003125,1471,2099
37e760cf0f,Featured,1.5,SONY,ILCE-7SM2,200.0,2.8,24.0,0.000125,1106,2609
6b9a5dcb86,Featured,0.75,APPLE,iPhone 7 Plus,20.0,1.8,4.0,0.0003125,1446,19552
7367b95a23,Featured,0.8,SONY,ILCE-7M3,160.0,3.2,50.0,0.0005,1115,922
84de1c23b2,Featured,0.75,SAMSUNG,SM-J330F,40.0,1.9,3.6,0.000657030223390276,1347,3357
2d9a3094a4,Featured,1.5,CANON,Canon EOS 80D,250.0,4.0,105.0,0.00625,1452,4007
a6e3a0374e,Featured,0.66,CANON,Canon EOS 60D,250.0,6.3,24.0,0.003125,2057,18760
a527da04b4,Featured,0.63,DJI,FC2103,200.0,2.8,4.5,0.00625,1135,4679
310215cc88,Featured,0.67,CANON,Canon EOS 6D Mark II,100.0,2.5,24.0,0.002,1161,822
dbaac7ae18,Featured,0.67,NIKON,NIKON D7200,500.0,4.5,32.0,0.0015625,1145,280
1159c4a278,Featured,1.5,CANON,Canon EOS 5D Mark IV,6400.0,2.8,24.0,0.005,1290,2203
d8e294e3f1,Featured,0.67,CANON,Canon EOS-1D Mark IV,200.0,8.0,51.0,0.000625,2321,7246
0a29dab6fa,Featured,0.67,CANON,Canon EOS 5D Mark III,100.0,1.4,35.0,0.00015625,1323,355
9f3d139b99,Featured,0.67,NIKON,NIKON Z 6,500.0,1.8,35.0,0.0002,1175,1712
45d7d6c201,Featured,1.5,NIKON,NIKON D800,50.0,4.0,24.0,0.03333333333333333,3027,11237
b48b0cadbe,Featured,0.64,CANON,Canon EOS 5D Mark IV,100.0,22.0,70.0,1.0,1160,1110
79e2b837e6,Featured,1.5,CANON,Canon EOS 600D,200.0,2.8,50.0,0.002,1058,1545
874d4c2876,Featured,0.67,CANON,Canon EOS M5,100.0,2.0,22.0,0.0025,2153,4043
e3bc11a3f8,Featured,0.67,CANON,Canon EOS 5D Mark II,100.0,3.5,70.0,0.1,1489,2297
dec463f8f7,Featured,1.5,CANON,Canon EOS REBEL T4i,100.0,2.0,50.0,0.00625,1172,1281
767d189b8e,Featured,1.25,CANON,Canon EOS 6D Mark II,1600.0,4.0,19.0,35.0,1036,3545
fa2d55bcb2,Featured,0.67,SONY,ILCE-7M2,100.0,16.0,88.0,0.02,1316,1081
90f0c6b2a0,Featured,1.55,PENTAX,PENTAX K-5,100.0,8.0,50.0,0.00625,2793,11642
05c7731121,Featured,1.33,OLYMPUS,TG-5,100.0,2.8,4.5,0.008,1403,3208
43bb23ed07,Featured,0.67,CANON,Canon EOS 5D Mark II,400.0,8.0,105.0,0.004,1589,1037
9afa7f7982,Featured,1.35,NIKON,NIKON D500,250.0,2.2,30.0,0.01,1175,2854
7e8c005ad0,Featured,1.5,CANON,Canon EOS 77D,100.0,8.0,105.0,0.16666666666666666,1476,7864
59f13e22e3,Featured,0.91,NIKON,NIKON D750,100.0,1.8,50.0,0.0025,1249,2629
093d045b90,Featured,1.5,SONY,ILCE-7RM2,100.0,5.6,55.0,0.0015625,1329,1174
6602f77c2c,Featured,0.67,CANON,Canon EOS Rebel T6,100.0,3.5,18.0,0.0025,1510,522
d4164d46c0,Featured,1.5,SONY,DSC-RX100M6,200.0,4.5,41.1,0.000625,1022,1119
4ade65387f,Featured,0.67,CANON,Canon EOS 5D Mark III,250.0,5.6,135.0,0.00625,1401,890
3f29e7bfa6,Featured,0.67,FUJIFILM,X-T2,200.0,5.6,35.0,0.02,1244,2693
3a0521b245,Featured,0.67,CANON,Canon EOS 6D,400.0,1.4,35.0,0.004,1458,31210
4e94366e07,Featured,0.67,SONY,ILCE-7M3,100.0,1.8,50.0,0.000625,1166,1661
30b687e40b,Featured,1.5,FUJIFILM,X-T2,3200.0,3.2,50.0,0.01,1530,90271
18f8ded0d3,Featured,1.5,SONY,ILCE-7M2,100.0,14.0,25.0,0.01,1027,2705
40d4cf15f7,Featured,0.67,CANON,Canon EOS 6D,5000.0,7.1,28.0,0.016666666666666666,1034,1532
fdf13156df,Featured,0.67,NIKON,NIKON D3000,100.0,5.0,170.0,0.0015625,1239,276
b743da94f7,Featured,0.67,SONY,ILCE-7M3,500.0,4.5,48.0,0.003125,1307,899
822e6e7041,Featured,0.8,SONY,ILCE-7SM2,400.0,4.0,60.0,0.004,1263,967
9f0dc9b003,Featured,0.56,DJI,FC300S,200.0,2.8,3.6,0.004166666666666667,1120,1022
f53d7431e1,Featured,0.67,CANON,Canon EOS 6D Mark II,400.0,2.2,35.0,0.0015625,1316,407
069d934958,Featured,0.69,SONY,ILCE-6000,160.0,10.0,24.0,0.0025,1559,2976
6a0864ae56,Featured,0.67,SONY,ILCE-7SM2,250.0,1.8,50.0,0.002,1517,1231
06dd5e75c0,Featured,0.67,SONY,ILCE-7RM3,100.0,1.4,85.0,0.01,1562,1305
60b63113fc,Featured,1.5,NIKON,NIKON D5200,280.0,7.1,105.0,0.001,1085,1649
756ab10ab5,Featured,0.7399999999999999,DJI,FC2103,100.0,2.8,4.5,0.003125,1588,1749
f9b6bcfe3d,Featured,0.8,CANON,Canon EOS Rebel SL2,3200.0,5.6,55.0,0.000625,1264,437
6ee31c65da,Featured,1.5,SONY,ILCE-7RM3,320.0,2.8,200.0,0.0008,1379,2644
f10bde9be3,Featured,1.78,DJI,FC2103,101.0,2.8,4.5,0.00909090909090909,1537,9601
88d3f5be02,Featured,1.5,SONY,ILCE-6500,800.0,1.4,30.0,0.016666666666666666,1137,2873
fd34ddd3b0,Featured,0.67,CANON,Canon EOS 1200D,100.0,3.5,18.0,0.0015625,1206,2852
1343953ace,Featured,1.5,NIKON,NIKON D5200,100.0,5.6,30.0,0.001,2502,9061
097d3fc944,Featured,0.67,CANON,Canon EOS REBEL T4i,100.0,2.0,50.0,0.005,1125,5321
355456a038,Featured,1.52,HASSELBLAD,L1D-20c,100.0,4.5,10.3,0.005,1282,3926
159c47fc4f,Featured,0.8,CANON,Canon EOS 5D Mark IV,320.0,2.8,50.0,0.000125,1305,531
710b4bc09b,Featured,1.5,NIKON,NIKON Df,1250.0,5.6,55.0,0.0008,1573,6215
762da140e0,Featured,0.6099999999999999,CANON,Canon EOS 6D Mark II,200.0,2.5,35.0,0.001,1413,4973
1d6696ebd2,Featured,0.67,CANON,EOS 80D,400.0,5.6,135.0,0.00625,1076,2630
48cab16225,Featured,1.5,LEICA,LEICA M10-P,200.0,1.4,50.0,0.0013333333333333333,1224,1401
db4e3c9eeb,Featured,0.67,CANON,Canon EOS 70D,800.0,5.6,73.0,0.01,1467,1483
2efdc31dae,Featured,0.67,NIKON,NIKON D750,1000.0,1.4,50.0,0.0015625,1007,1917
702bf142a3,Featured,0.67,CANON,Canon EOS Rebel T6,1600.0,7.1,18.0,30.0,1850,2682
5667d46f05,Featured,1.5,NIKON,Nikon D5300,250.0,4.0,80.0,0.0025,2468,25589
0bd6a96e3a,Featured,0.75,APPLE,iPad (5th generation),25.0,2.4,3.3,0.0009090909090909091,1506,653
bd725db37d,Featured,1.43,NIKON,NIKON D3300,100.0,22.0,18.0,25.0,2109,7233
0a6feb1f7f,Featured,0.67,NIKON,NIKON D610,100.0,1.8,35.0,0.0004,1099,1196
517e6b17e5,Featured,0.67,CANON,Canon EOS 60D,2500.0,4.0,100.0,0.0025,1508,1362
801898a7ad,Featured,1.33,OLYMPUS,E-M10,200.0,4.5,25.0,0.00125,1740,8886
ec1b41ca16,Featured,0.67,NIKON,NIKON D700,200.0,2.5,50.0,0.001,1085,3967
5802e05126,Featured,0.8,CANON,Canon EOS 6D Mark II,100.0,2.5,50.0,0.00625,1422,6216
7a0b583ec7,Featured,1.77,OLYMPUS,E-PL3,200.0,8.0,145.0,0.0025,2158,45464
30de5bd459,Featured,1.5,HASSELBLAD,L1D-20c,100.0,4.0,10.3,0.025,1411,10217
e1ae8ea39d,Featured,1.5,CANON,Canon EOS DIGITAL REBEL XTi,100.0,4.0,50.0,0.001,2459,15069
baa761d215,Featured,0.67,SONY,ILCE-7M2,1250.0,1.8,50.0,0.008,1183,2285
ed5e903d2c,Featured,1.51,NIKON,NIKON D7000,2000.0,5.6,300.0,0.0008,1981,6763
3b09095495,Featured,1.5,NIKON,NIKON D700,1250.0,6.3,250.0,0.004,2203,46630
34b08ea9b9,Featured,0.8,CANON,Canon EOS 5D Mark IV,500.0,4.0,105.0,0.008,1345,1715
d97f0761e8,Featured,1.5,CANON,Canon EOS 5D Mark III,100.0,5.6,200.0,0.002,2579,36517
ed1923a6f9,Featured,1.78,CANON,Canon EOS 5D Mark II,100.0,5.6,60.0,0.005,2488,7928
2bef3cef39,Featured,1.33,APPLE,iPhone 6s,25.0,2.2,4.2,0.004219409282700422,1885,4749
27768ebb69,Featured,1.78,SONY,ILCE-9,320.0,5.6,345.0,0.0025,1052,80779
3b7aef3b9a,Featured,1.61,CANON,Canon EOS 5D Mark III,160.0,3.5,70.0,0.00625,1503,1281
5b3c7514d2,Featured,1.51,CANON,Canon A-1,400.0,4.0,50.0,0.001,1166,1360
b4643f899f,Featured,0.67,CANON,Canon EOS 700D,100.0,5.0,20.0,0.0015625,1390,12532
c9c84310a4,Featured,0.67,SONY,ILCE-6000,250.0,5.6,16.0,0.002,1503,1048
4b0efc6b76,Featured,1.69,SONY,ILCE 7RM 4,125.0,4.0,200.0,0.0005,1177,1646
367637a703,Featured,1.5,CANON,Canon EOS 5D Mark II,100.0,3.2,70.0,0.0008,3082,16597
926c5bd41c,Featured,1.5,CANON,Canon EOS 77D,100.0,8.0,50.0,0.125,1033,6130
42ff602f5b,Featured,1.33,FUJIFILM,FinePix JX300,100.0,8.0,5.0,0.0018181818181818182,2104,21016
b7f6c260d8,Featured,0.67,CANON,Canon EOS 6D,200.0,2.8,50.0,0.002,1311,1269
97f96c2f7e,Featured,1.5,CANON,Canon EOS 6D,200.0,2.8,50.0,0.00125,1303,1907
0463f232be,Featured,0.66,NIKON,NIKON D7000,400.0,1.8,50.0,0.002,2109,39717
4958f91265,Featured,0.67,SONY,ILCE-7M2,400.0,1.8,50.0,0.016666666666666666,1331,4030
